206.63 		1.264  		2.472
210.14 		1.288  		2.557
213.76 		1.311  		2.625
217.51 		1.325  		2.71
221.39 		1.349  		2.815
225.42 		1.383  		2.936
229.59 		1.43   		3.079
233.92 		1.499  		3.255
238.42 		1.599  		3.484
243.1  		1.802  		3.795
247.96 		2.273  		4.084
253.02 		2.89   		4.047
258.29 		3.342  		3.77
263.79 		3.598  		3.452
269.52 		3.769  		3.169
275.51 		3.913  		2.919
281.77 		4.015  		2.563
288.33 		3.939  		2.26
295.19 		3.81   		2.069
302.39 		3.692  		1.969
309.95 		3.601  		1.92
317.9  		3.538  		1.904
326.26 		3.501  		1.909
335.08 		3.485  		1.931
344.39 		3.495  		1.965
354.23 		3.531  		2.013
364.65 		3.596  		2.076
375.7  		3.709  		2.162
387.44 		3.938  		2.288
399.94 		4.373  		2.146
413.27 		4.509  		1.948
427.52 		5.052  		1.721
442.79 		4.959  		0.991
459.19 		4.694  		0.696
476.85 		4.492  		0.539
495.92 		4.333  		0.441
516.58 		4.205  		0.371
539.04 		4.1    		0.32
563.55 		4.013  		0.276
590.38 		3.94   		0.24
619.9  		3.878  		0.211
652.53 		3.826  		0.179
688.78 		3.785  		0.151
729.29 		3.742  		0.112
774.87 		3.7    		0.091
826.53 		3.666  		0.08
885.57 		3.614  		0.0017
953.69 		3.5388 		0.0
1033.17		3.492  		0.0
1127.09		3.4546 		0.0
1239.8 		3.4232 		0.0
1377.56		3.3965 		0.0
1549.75		3.3737 		0.0
1771.14		3.3543 		0.0
2066.33		3.3378 		0.0

