187.9	1.28	1.188
191.6	1.32	1.203
195.3	1.34	1.226
199.3	1.33	1.251
203.3	1.33	1.277
207.3	1.30	1.304
211.9	1.30	1.350
216.4	1.30	1.387
221.4	1.30	1.427
226.2	1.31	1.460
231.3	1.30	1.497
237.1	1.32	1.536
242.6	1.32	1.577
249.0	1.33	1.631
255.1	1.33	1.688
261.6	1.35	1.749
268.9	1.38	1.803
276.1	1.43	1.847
284.4	1.47	1.869
292.4	1.49	1.878
300.9	1.53	1.889
310.7	1.53	1.893
320.4	1.54	1.898
331.5	1.48	1.883
342.5	1.48	1.871
354.2	1.50	1.866
367.9	1.48	1.895
381.5	1.46	1.933
397.4	1.47	1.952
413.3	1.46	1.958
430.5	1.45	1.948
450.9	1.38	1.914
471.4	1.31	1.849
495.9	1.04	1.833
520.9	0.62	2.081
548.6	0.43	2.455
582.1	0.29	2.863
616.8	0.21	3.272
659.5	0.14	3.697
704.5	0.13	4.103
756.0	0.14	4.542
821.1	0.16	5.083
892.0	0.17	5.663
984.0	0.22	6.350
1088.0	0.27	7.150
1216.0	0.35	8.145
1393.0	0.43	9.519
1610.0	0.56	11.21
1937.0	0.92	13.78
